name,id,release_date,total_tracks,link,img,band_spotify_id,band_spotify_name,band_spotify_popularity,band_spotify_link,band_genre,genres
Metropole (Deluxe Edition),2fWa6ZDIcvpHKIO3AYWY4K,2014-01-28,15,https://open.spotify.com/album/2fWa6ZDIcvpHKIO3AYWY4K,https://i.scdn.co/image/ab67616d0000b273ae171eb7ab3e9df7fb61d7a9,0aQ8Ow9YAkGxr5bbehjkcS,The Lawrence Arms,42,https://open.spotify.com/artist/0aQ8Ow9YAkGxr5bbehjkcS,,"['punk rock', 'punk', 'pop punk', 'chicago', 'orgcore']"
Oh! Calcutta!,0AK5orau5g4Y8bnW4G7PtT,2006-03-07,14,https://open.spotify.com/album/0AK5orau5g4Y8bnW4G7PtT,https://i.scdn.co/image/ab67616d0000b2738dcf42d150d1253ae6d36863,0aQ8Ow9YAkGxr5bbehjkcS,The Lawrence Arms,42,https://open.spotify.com/artist/0aQ8Ow9YAkGxr5bbehjkcS,,"['punk rock', 'punk', 'pop punk', 'chicago', 'orgcore']"
Cocktails & Dreams,37Oc1KPSylZOf8uS9rLWv1,2005-06-21,16,https://open.spotify.com/album/37Oc1KPSylZOf8uS9rLWv1,https://i.scdn.co/image/ab67616d0000b27306a8843003920b5220caf114,0aQ8Ow9YAkGxr5bbehjkcS,The Lawrence Arms,42,https://open.spotify.com/artist/0aQ8Ow9YAkGxr5bbehjkcS,,"['punk rock', 'punk', 'pop punk', 'chicago', 'orgcore']"
The Greatest Story Ever Told,0aMxaPsrhhChL2LZfzkYiz,2003-09-23,14,https://open.spotify.com/album/0aMxaPsrhhChL2LZfzkYiz,https://i.scdn.co/image/ab67616d0000b2738057f9583b2db7b708bca79b,0aQ8Ow9YAkGxr5bbehjkcS,The Lawrence Arms,42,https://open.spotify.com/artist/0aQ8Ow9YAkGxr5bbehjkcS,,"['punk rock', 'punk', 'pop punk', 'chicago', 'orgcore']"
Apathy and Exhaustion,755YfU1lsNzxhFqWUF8Gl1,2002-02-12,11,https://open.spotify.com/album/755YfU1lsNzxhFqWUF8Gl1,https://i.scdn.co/image/ab67616d0000b2735da26cd0b8695cbb2a534750,0aQ8Ow9YAkGxr5bbehjkcS,The Lawrence Arms,42,https://open.spotify.com/artist/0aQ8Ow9YAkGxr5bbehjkcS,,"['punk rock', 'punk', 'pop punk', 'chicago', 'orgcore']"
Present Day Memories,3Wr4M7BMGMDaHP4OXIpCqD,2001-01-01,9,https://open.spotify.com/album/3Wr4M7BMGMDaHP4OXIpCqD,https://i.scdn.co/image/ab67616d0000b27365f25f486720dffdcb981f82,0aQ8Ow9YAkGxr5bbehjkcS,The Lawrence Arms,42,https://open.spotify.com/artist/0aQ8Ow9YAkGxr5bbehjkcS,,"['punk rock', 'punk', 'pop punk', 'chicago', 'orgcore']"
Ghost Stories,4go1PcwQ8VvCzFj3v2Ldvg,2000-04-24,12,https://open.spotify.com/album/4go1PcwQ8VvCzFj3v2Ldvg,https://i.scdn.co/image/ab67616d0000b273ea40419e0eb488cb36a19b57,0aQ8Ow9YAkGxr5bbehjkcS,The Lawrence Arms,42,https://open.spotify.com/artist/0aQ8Ow9YAkGxr5bbehjkcS,,"['punk rock', 'punk', 'pop punk', 'chicago', 'orgcore']"
A Guided Tour of Chicago,0XRAf2YwPCwjNd2Q7Yxk0W,1999-10-26,10,https://open.spotify.com/album/0XRAf2YwPCwjNd2Q7Yxk0W,https://i.scdn.co/image/ab67616d0000b2734964bf19927cd1ff6f94827c,0aQ8Ow9YAkGxr5bbehjkcS,The Lawrence Arms,42,https://open.spotify.com/artist/0aQ8Ow9YAkGxr5bbehjkcS,punk,"['punk rock', 'punk', 'pop punk', 'chicago', 'orgcore']"
Dreams of Being Dust,37rtDNzByPWuMoaA9Mg5r7,2025-08-22,11,https://open.spotify.com/album/37rtDNzByPWuMoaA9Mg5r7,https://i.scdn.co/image/ab67616d0000b2738b00e0d61fbf85ed97c8c5ae,5bCNJ1ICzdnzK0yoCIP2Ip,The World Is A Beautiful Place & I Am No Longer Afraid To Die,43,https://open.spotify.com/artist/5bCNJ1ICzdnzK0yoCIP2Ip,,"['emo', 'post-rock', 'indie', 'indie rock', 'Twinkle daddies']"
"Whenever, If Ever (10th Anniversary)",598JOczY7ATBp6VDjIjrP5,2023-04-28,10,https://open.spotify.com/album/598JOczY7ATBp6VDjIjrP5,https://i.scdn.co/image/ab67616d0000b273ea5eb5e809a70149631a8145,5bCNJ1ICzdnzK0yoCIP2Ip,The World Is A Beautiful Place & I Am No Longer Afraid To Die,43,https://open.spotify.com/artist/5bCNJ1ICzdnzK0yoCIP2Ip,,"['emo', 'post-rock', 'indie', 'indie rock', 'Twinkle daddies']"
Thank You For Being Here (Live),34CBdjxDvT6XfA6ZuODcg1,2022-10-07,8,https://open.spotify.com/album/34CBdjxDvT6XfA6ZuODcg1,https://i.scdn.co/image/ab67616d0000b27350da0b39fc0675a6e469f828,5bCNJ1ICzdnzK0yoCIP2Ip,The World Is A Beautiful Place & I Am No Longer Afraid To Die,43,https://open.spotify.com/artist/5bCNJ1ICzdnzK0yoCIP2Ip,,"['emo', 'post-rock', 'indie', 'indie rock', 'Twinkle daddies']"
Illusory Walls,2LF6m9cVyej7vKLnjwGiLK,2021-10-08,11,https://open.spotify.com/album/2LF6m9cVyej7vKLnjwGiLK,https://i.scdn.co/image/ab67616d0000b273a5a7f170fba2f5c36bc71d63,5bCNJ1ICzdnzK0yoCIP2Ip,The World Is A Beautiful Place & I Am No Longer Afraid To Die,43,https://open.spotify.com/artist/5bCNJ1ICzdnzK0yoCIP2Ip,,"['emo', 'post-rock', 'indie', 'indie rock', 'Twinkle daddies']"
Assorted Works,2z9v7YhmovLiiWXS8mY1g9,2019-10-25,20,https://open.spotify.com/album/2z9v7YhmovLiiWXS8mY1g9,https://i.scdn.co/image/ab67616d0000b2732c743ea1d70c4ee490861ba7,5bCNJ1ICzdnzK0yoCIP2Ip,The World Is A Beautiful Place & I Am No Longer Afraid To Die,43,https://open.spotify.com/artist/5bCNJ1ICzdnzK0yoCIP2Ip,,"['emo', 'post-rock', 'indie', 'indie rock', 'Twinkle daddies']"
Always Foreign,4w8JKVtsuSVTpypF4rzkVV,2017-09-29,11,https://open.spotify.com/album/4w8JKVtsuSVTpypF4rzkVV,https://i.scdn.co/image/ab67616d0000b273846a7ce0fe1bb66a733daefd,5bCNJ1ICzdnzK0yoCIP2Ip,The World Is A Beautiful Place & I Am No Longer Afraid To Die,43,https://open.spotify.com/artist/5bCNJ1ICzdnzK0yoCIP2Ip,,"['emo', 'post-rock', 'indie', 'indie rock', 'Twinkle daddies']"
Formlessness,3DxstJNLuHK2Cz26BlnT05,2016-08-20,9,https://open.spotify.com/album/3DxstJNLuHK2Cz26BlnT05,https://i.scdn.co/image/ab67616d0000b273680f9ba405da328b3712c4b5,5bCNJ1ICzdnzK0yoCIP2Ip,The World Is A Beautiful Place & I Am No Longer Afraid To Die,43,https://open.spotify.com/artist/5bCNJ1ICzdnzK0yoCIP2Ip,,"['emo', 'post-rock', 'indie', 'indie rock', 'Twinkle daddies']"
Harmlessness,6yJAGomK5rv3uAqJMw5d9n,2015-09-25,13,https://open.spotify.com/album/6yJAGomK5rv3uAqJMw5d9n,https://i.scdn.co/image/ab67616d0000b27365681613491711a575686617,5bCNJ1ICzdnzK0yoCIP2Ip,The World Is A Beautiful Place & I Am No Longer Afraid To Die,43,https://open.spotify.com/artist/5bCNJ1ICzdnzK0yoCIP2Ip,,"['emo', 'post-rock', 'indie', 'indie rock', 'Twinkle daddies']"
Between Bodies,1jXsFr3rpcAicCnUdgc5bn,2014-10-07,8,https://open.spotify.com/album/1jXsFr3rpcAicCnUdgc5bn,https://i.scdn.co/image/ab67616d0000b273c7b1d7c1db54f3a2c7ddbb72,5bCNJ1ICzdnzK0yoCIP2Ip,The World Is A Beautiful Place & I Am No Longer Afraid To Die,43,https://open.spotify.com/artist/5bCNJ1ICzdnzK0yoCIP2Ip,,"['emo', 'post-rock', 'indie', 'indie rock', 'Twinkle daddies']"
"Whenever, If Ever",40C7bBDW77dS5BBbNzcdmm,2013-06-18,10,https://open.spotify.com/album/40C7bBDW77dS5BBbNzcdmm,https://i.scdn.co/image/ab67616d0000b273e83235997692937db6bd8716,5bCNJ1ICzdnzK0yoCIP2Ip,The World Is A Beautiful Place & I Am No Longer Afraid To Die,43,https://open.spotify.com/artist/5bCNJ1ICzdnzK0yoCIP2Ip,,"['emo', 'post-rock', 'indie', 'indie rock', 'Twinkle daddies']"
Are Here to Help You,6GXBTf3nXMLyfAJyQYwa9L,2011-09-20,8,https://open.spotify.com/album/6GXBTf3nXMLyfAJyQYwa9L,https://i.scdn.co/image/ab67616d0000b2736aa1bccaafee464883a93847,5bCNJ1ICzdnzK0yoCIP2Ip,The World Is A Beautiful Place & I Am No Longer Afraid To Die,43,https://open.spotify.com/artist/5bCNJ1ICzdnzK0yoCIP2Ip,midwest emo,"['emo', 'post-rock', 'indie', 'indie rock', 'Twinkle daddies']"
Renovate,4K1DsbfkEd2YLBshfh9dSM,2024-12-06,12,https://open.spotify.com/album/4K1DsbfkEd2YLBshfh9dSM,https://i.scdn.co/image/ab67616d0000b2731e8cc86d74b3c8107ea9efa0,4XYFjTd83FIwArFrWEYhd5,Until I Wake,51,https://open.spotify.com/artist/4XYFjTd83FIwArFrWEYhd5,,"['metalcore', 'post-hardcore', 'alternative metal', 'USA', 'United States']"
Inside My Head (Deluxe),4zDUutcoQScVNGArcVNKiC,2023-11-03,17,https://open.spotify.com/album/4zDUutcoQScVNGArcVNKiC,https://i.scdn.co/image/ab67616d0000b273ec6a1966cc3054f57643d0b5,4XYFjTd83FIwArFrWEYhd5,Until I Wake,51,https://open.spotify.com/artist/4XYFjTd83FIwArFrWEYhd5,,"['metalcore', 'post-hardcore', 'alternative metal', 'USA', 'United States']"
Inside My Head,5WItXKjIqfNPLL6yZEgxEk,2022-09-09,13,https://open.spotify.com/album/5WItXKjIqfNPLL6yZEgxEk,https://i.scdn.co/image/ab67616d0000b2734cde938712cbb7e30ea87d5f,4XYFjTd83FIwArFrWEYhd5,Until I Wake,51,https://open.spotify.com/artist/4XYFjTd83FIwArFrWEYhd5,metalcore,"['metalcore', 'post-hardcore', 'alternative metal', 'USA', 'United States']"
The Finest,3XUsFwVgjHYXPLSqDGVitk,2007-01-01,18,https://open.spotify.com/album/3XUsFwVgjHYXPLSqDGVitk,https://i.scdn.co/image/ab67616d0000b2736e9bd39c89aba24b6c3a0ad4,14NIQxiBiZtbmZMXUwS6KD,Dead Poetic,35,https://open.spotify.com/artist/14NIQxiBiZtbmZMXUwS6KD,,"['post-hardcore', 'screamo', 'emo', 'emocore', 'rock']"
Vices,2bhNDKynWb12n2f3WrDWdR,2006-01-01,14,https://open.spotify.com/album/2bhNDKynWb12n2f3WrDWdR,https://i.scdn.co/image/ab67616d0000b273cc40e881babf97f6b23d0ce0,14NIQxiBiZtbmZMXUwS6KD,Dead Poetic,35,https://open.spotify.com/artist/14NIQxiBiZtbmZMXUwS6KD,,"['post-hardcore', 'screamo', 'emo', 'emocore', 'rock']"
New Medicines,3D4LoGIjzALWhaYBp4brMh,2004-01-01,11,https://open.spotify.com/album/3D4LoGIjzALWhaYBp4brMh,https://i.scdn.co/image/ab67616d0000b2733b882ec6465c6f88d8093a34,14NIQxiBiZtbmZMXUwS6KD,Dead Poetic,35,https://open.spotify.com/artist/14NIQxiBiZtbmZMXUwS6KD,,"['post-hardcore', 'screamo', 'emo', 'emocore', 'rock']"
Four Wall Blackmail,7jqHALSBHaeaqAh4Tiu5Ye,2002-01-01,10,https://open.spotify.com/album/7jqHALSBHaeaqAh4Tiu5Ye,https://i.scdn.co/image/ab67616d0000b2732595b1f580466bdddf208fce,14NIQxiBiZtbmZMXUwS6KD,Dead Poetic,35,https://open.spotify.com/artist/14NIQxiBiZtbmZMXUwS6KD,post-hardcore,"['post-hardcore', 'screamo', 'emo', 'emocore', 'rock']"
We love gas,7HXWuDpFx2a4dde7fOSYqO,1996-09-01,13,https://open.spotify.com/album/7HXWuDpFx2a4dde7fOSYqO,https://i.scdn.co/image/ab67616d0000b27375223844c41df0f5a8526b06,4TcY0NZZZnwQ3z5Ad2fqV2,Face To Face,8,https://open.spotify.com/artist/4TcY0NZZZnwQ3z5Ad2fqV2,,"['punk rock', 'punk', 'pop punk', 'rock', 'alternative']"
Cats & Camels,2vUrhbRN36gEkj0SNxWThw,1991-09-24,8,https://open.spotify.com/album/2vUrhbRN36gEkj0SNxWThw,https://i.scdn.co/image/ab67616d0000b2739915c030acae9188eecabcf9,4TcY0NZZZnwQ3z5Ad2fqV2,Face To Face,8,https://open.spotify.com/artist/4TcY0NZZZnwQ3z5Ad2fqV2,chicago house,"['punk rock', 'punk', 'pop punk', 'rock', 'alternative']"
Love Let Me Go,2x8IyAScPnIg2uwvr6OJiJ,2016-04-01,10,https://open.spotify.com/album/2x8IyAScPnIg2uwvr6OJiJ,https://i.scdn.co/image/ab67616d0000b2730e1e8e418e6fe6ff524249d9,3VgH8bHZdsRIPo7Kj0miPa,More Than Life,30,https://open.spotify.com/artist/3VgH8bHZdsRIPo7Kj0miPa,,"['melodic hardcore', 'hardcore', 'hardcore punk', 'modern hardcore', 'UKHC']"
What's Left Of Me,3o3n2EvQCz4d9iABzfOO0Z,2014-04-14,9,https://open.spotify.com/album/3o3n2EvQCz4d9iABzfOO0Z,https://i.scdn.co/image/ab67616d0000b27308e927856c4825cb7f1a5cad,3VgH8bHZdsRIPo7Kj0miPa,More Than Life,30,https://open.spotify.com/artist/3VgH8bHZdsRIPo7Kj0miPa,,"['melodic hardcore', 'hardcore', 'hardcore punk', 'modern hardcore', 'UKHC']"
Love Let Me Go,47hgEllxXDZRNIXYbfd2j9,2010-04-04,10,https://open.spotify.com/album/47hgEllxXDZRNIXYbfd2j9,https://i.scdn.co/image/ab67616d0000b27316adc5b7de98763c63ae17f5,3VgH8bHZdsRIPo7Kj0miPa,More Than Life,30,https://open.spotify.com/artist/3VgH8bHZdsRIPo7Kj0miPa,melodic hardcore,"['melodic hardcore', 'hardcore', 'hardcore punk', 'modern hardcore', 'UKHC']"
Until God Shows,4rulQIJ8pBtWY5cyx549gS,2024-09-27,10,https://open.spotify.com/album/4rulQIJ8pBtWY5cyx549gS,https://i.scdn.co/image/ab67616d0000b2735db0344222b49d3493f079c2,6XjXff8FNS5CqpF8dVAtoo,Destroy Rebuild Until God Shows,44,https://open.spotify.com/artist/6XjXff8FNS5CqpF8dVAtoo,,"['post-hardcore', 'emocore', 'alternative', 'rock', 'emo']"
DESTROY REBUILD (Deluxe Edition),7j9nracpXfsuHdgTQIB4UP,2023-09-01,24,https://open.spotify.com/album/7j9nracpXfsuHdgTQIB4UP,https://i.scdn.co/image/ab67616d0000b27341093daabbbfe2e7ca4a7fc4,6XjXff8FNS5CqpF8dVAtoo,Destroy Rebuild Until God Shows,44,https://open.spotify.com/artist/6XjXff8FNS5CqpF8dVAtoo,,"['post-hardcore', 'emocore', 'alternative', 'rock', 'emo']"
Destroy Rebuild,0vONFGoSp9ZNwSMkrUGt9T,2022-06-17,12,https://open.spotify.com/album/0vONFGoSp9ZNwSMkrUGt9T,https://i.scdn.co/image/ab67616d0000b273bd5f34c178f201ade433d1c0,6XjXff8FNS5CqpF8dVAtoo,Destroy Rebuild Until God Shows,44,https://open.spotify.com/artist/6XjXff8FNS5CqpF8dVAtoo,,"['post-hardcore', 'emocore', 'alternative', 'rock', 'emo']"
D.R.U.G.S.,6amGCB0oKRjnzmbyjapMst,2011-02-18,11,https://open.spotify.com/album/6amGCB0oKRjnzmbyjapMst,https://i.scdn.co/image/ab67616d0000b273d45d8d9ca0fe04b11cbc48eb,6XjXff8FNS5CqpF8dVAtoo,Destroy Rebuild Until God Shows,44,https://open.spotify.com/artist/6XjXff8FNS5CqpF8dVAtoo,slap house,"['post-hardcore', 'emocore', 'alternative', 'rock', 'emo']"
Sink Your Teeth,6NyO1yc1mnts9THdkEQATz,2024-09-20,12,https://open.spotify.com/album/6NyO1yc1mnts9THdkEQATz,https://i.scdn.co/image/ab67616d0000b27330f1f5ce803e784cc31f4130,0RpddSzUHfncUWNJXKOsjy,Neon Trees,68,https://open.spotify.com/artist/0RpddSzUHfncUWNJXKOsjy,,"['indie', 'alternative', 'indie rock', 'alternative rock', 'pop']"
I Can Feel You Forgetting Me,6jlDeEiUQJ6j6DD4BmJao6,2020-07-24,10,https://open.spotify.com/album/6jlDeEiUQJ6j6DD4BmJao6,https://i.scdn.co/image/ab67616d0000b273f881bb018f4b973c9d2ec63c,0RpddSzUHfncUWNJXKOsjy,Neon Trees,68,https://open.spotify.com/artist/0RpddSzUHfncUWNJXKOsjy,,"['indie', 'alternative', 'indie rock', 'alternative rock', 'pop']"
Pop Psychology,6k0nsI6L7oBFbQVlmOXR6e,2014-04-22,11,https://open.spotify.com/album/6k0nsI6L7oBFbQVlmOXR6e,https://i.scdn.co/image/ab67616d0000b273c811e31b79137655f4d6b549,0RpddSzUHfncUWNJXKOsjy,Neon Trees,68,https://open.spotify.com/artist/0RpddSzUHfncUWNJXKOsjy,,"['indie', 'alternative', 'indie rock', 'alternative rock', 'pop']"
Picture Show (Deluxe Edition),7hPNlDBLv1EW8GakiIzFnn,2012-01-01,14,https://open.spotify.com/album/7hPNlDBLv1EW8GakiIzFnn,https://i.scdn.co/image/ab67616d0000b27370c9c3170d9d50e2d329169d,0RpddSzUHfncUWNJXKOsjy,Neon Trees,68,https://open.spotify.com/artist/0RpddSzUHfncUWNJXKOsjy,,"['indie', 'alternative', 'indie rock', 'alternative rock', 'pop']"
Picture Show,0uRFz92JmjwDbZbB7hEBIr,2012-01-01,11,https://open.spotify.com/album/0uRFz92JmjwDbZbB7hEBIr,https://i.scdn.co/image/ab67616d0000b2734a6c0376235e5aa44e59d2c2,0RpddSzUHfncUWNJXKOsjy,Neon Trees,68,https://open.spotify.com/artist/0RpddSzUHfncUWNJXKOsjy,,"['indie', 'alternative', 'indie rock', 'alternative rock', 'pop']"
iTunes Live from SoHo,6Qck9xUr0JZgghpuB6iMjd,2010-01-01,8,https://open.spotify.com/album/6Qck9xUr0JZgghpuB6iMjd,https://i.scdn.co/image/ab67616d0000b273f5dcfab922dec04fcafca4f4,0RpddSzUHfncUWNJXKOsjy,Neon Trees,68,https://open.spotify.com/artist/0RpddSzUHfncUWNJXKOsjy,,"['indie', 'alternative', 'indie rock', 'alternative rock', 'pop']"
Habits (Spotify),6oZ5iDw1LT25svEK0g5OqT,2010-01-01,13,https://open.spotify.com/album/6oZ5iDw1LT25svEK0g5OqT,https://i.scdn.co/image/ab67616d0000b2730f0039968cd918767d3f1488,0RpddSzUHfncUWNJXKOsjy,Neon Trees,68,https://open.spotify.com/artist/0RpddSzUHfncUWNJXKOsjy,,"['indie', 'alternative', 'indie rock', 'alternative rock', 'pop']"
Phoenix,0WA9CRQ6Njebm3YyUBjsZn,2010-06-22,12,https://open.spotify.com/album/0WA9CRQ6Njebm3YyUBjsZn,https://i.scdn.co/image/ab67616d0000b273f12608d50ba672f847048027,1ZRtiZJWTAW1LEwKe7F3zz,Just Surrender,34,https://open.spotify.com/artist/1ZRtiZJWTAW1LEwKe7F3zz,,"['pop punk', 'emo', 'rock', 'alternative', 'indie']"
We're in Like Sin,6PAI7GffVrtMMhfPvB4t7B,2007-08-21,11,https://open.spotify.com/album/6PAI7GffVrtMMhfPvB4t7B,https://i.scdn.co/image/ab67616d0000b273505de5ff8d2fe5c65418c50d,1ZRtiZJWTAW1LEwKe7F3zz,Just Surrender,34,https://open.spotify.com/artist/1ZRtiZJWTAW1LEwKe7F3zz,,"['pop punk', 'emo', 'rock', 'alternative', 'indie']"
If These Streets Could Talk,2xmlMCIgIc8vDSgEA5mOSS,2005-06-13,10,https://open.spotify.com/album/2xmlMCIgIc8vDSgEA5mOSS,https://i.scdn.co/image/ab67616d0000b273f591a67b1e921cb38999e0cf,1ZRtiZJWTAW1LEwKe7F3zz,Just Surrender,34,https://open.spotify.com/artist/1ZRtiZJWTAW1LEwKe7F3zz,pop punk,"['pop punk', 'emo', 'rock', 'alternative', 'indie']"
Oblivion,11XpTA4sS97mSVBQQRJ25e,2018-05-25,10,https://open.spotify.com/album/11XpTA4sS97mSVBQQRJ25e,https://i.scdn.co/image/ab67616d0000b2734c4da18d8976e1643ef35fdf,1KEUVZo7CMTSJoM8doulOT,Smile Empty Soul,49,https://open.spotify.com/artist/1KEUVZo7CMTSJoM8doulOT,,"['alternative rock', 'post-grunge', 'rock', 'alternative', 'emo']"
Rarities,6rVBP9Qk7iwa95cRoPvx6S,2017-03-10,8,https://open.spotify.com/album/6rVBP9Qk7iwa95cRoPvx6S,https://i.scdn.co/image/ab67616d0000b2736c3177e617e86418d08467e0,1KEUVZo7CMTSJoM8doulOT,Smile Empty Soul,49,https://open.spotify.com/artist/1KEUVZo7CMTSJoM8doulOT,,"['alternative rock', 'post-grunge', 'rock', 'alternative', 'emo']"
More Anxiety,79izNPIGTNpAdMtupFsUIK,2016-05-24,17,https://open.spotify.com/album/79izNPIGTNpAdMtupFsUIK,https://i.scdn.co/image/ab67616d0000b273e0bf42da6a5eb1ba7238e268,1KEUVZo7CMTSJoM8doulOT,Smile Empty Soul,49,https://open.spotify.com/artist/1KEUVZo7CMTSJoM8doulOT,,"['alternative rock', 'post-grunge', 'rock', 'alternative', 'emo']"
Chemicals,601sChSWKcqDH4qXKLWHVq,2013-10-29,10,https://open.spotify.com/album/601sChSWKcqDH4qXKLWHVq,https://i.scdn.co/image/ab67616d0000b273f8eb9e166a2333c8a6392591,1KEUVZo7CMTSJoM8doulOT,Smile Empty Soul,49,https://open.spotify.com/artist/1KEUVZo7CMTSJoM8doulOT,,"['alternative rock', 'post-grunge', 'rock', 'alternative', 'emo']"
3's,53R1JCtrzRYkRsWCnugOte,2012-05-22,12,https://open.spotify.com/album/53R1JCtrzRYkRsWCnugOte,https://i.scdn.co/image/ab67616d0000b2734e4b5463a0e104b12efbc26c,1KEUVZo7CMTSJoM8doulOT,Smile Empty Soul,49,https://open.spotify.com/artist/1KEUVZo7CMTSJoM8doulOT,,"['alternative rock', 'post-grunge', 'rock', 'alternative', 'emo']"
Consciousness,6f25XUNJkOsTg5XrX32q0w,2009-08-25,13,https://open.spotify.com/album/6f25XUNJkOsTg5XrX32q0w,https://i.scdn.co/image/ab67616d0000b2734b20a04b0bfbd773e8355573,1KEUVZo7CMTSJoM8doulOT,Smile Empty Soul,49,https://open.spotify.com/artist/1KEUVZo7CMTSJoM8doulOT,,"['alternative rock', 'post-grunge', 'rock', 'alternative', 'emo']"
Vultures,6LWfkF07AYUOJTDmJpC3wa,2006-10-24,12,https://open.spotify.com/album/6LWfkF07AYUOJTDmJpC3wa,https://i.scdn.co/image/ab67616d0000b27369237d6117caa9c3fde76388,1KEUVZo7CMTSJoM8doulOT,Smile Empty Soul,49,https://open.spotify.com/artist/1KEUVZo7CMTSJoM8doulOT,post-grunge,"['alternative rock', 'post-grunge', 'rock', 'alternative', 'emo']"
Blame It On The Weather,34iZaspe8SxZrXnb9beRu4,2025-08-15,12,https://open.spotify.com/album/34iZaspe8SxZrXnb9beRu4,https://i.scdn.co/image/ab67616d0000b273526a289fe938b2fc9f951ece,0D4NkuZAkjfdm5clMtYYrz,Kerosene Heights,39,https://open.spotify.com/artist/0D4NkuZAkjfdm5clMtYYrz,,"['emo', 'indie', 'shoegaze', 'pop punk', 'midwest emo']"
Southeast of Somewhere,58l3Az1ii067QKaU63IVFc,2023-05-19,11,https://open.spotify.com/album/58l3Az1ii067QKaU63IVFc,https://i.scdn.co/image/ab67616d0000b2738c61edd0d4a9931495de6e9a,0D4NkuZAkjfdm5clMtYYrz,Kerosene Heights,39,https://open.spotify.com/artist/0D4NkuZAkjfdm5clMtYYrz,,"['emo', 'indie', 'shoegaze', 'pop punk', 'midwest emo']"
no more bad dreams (deluxe),6H3xcpPEgJqpk8fgXf8h7U,2022-12-02,7,https://open.spotify.com/album/6H3xcpPEgJqpk8fgXf8h7U,https://i.scdn.co/image/ab67616d0000b27347fd7298c0a4d5f7864ca8ad,0D4NkuZAkjfdm5clMtYYrz,Kerosene Heights,39,https://open.spotify.com/artist/0D4NkuZAkjfdm5clMtYYrz,,"['emo', 'indie', 'shoegaze', 'pop punk', 'midwest emo']"
Flint Spark Fire & Ashes,6pDmW5MXH1AloSWlX4Yilu,2022-11-18,8,https://open.spotify.com/album/6pDmW5MXH1AloSWlX4Yilu,https://i.scdn.co/image/ab67616d0000b2730212d113c0309655a419fee2,0D4NkuZAkjfdm5clMtYYrz,Kerosene Heights,39,https://open.spotify.com/artist/0D4NkuZAkjfdm5clMtYYrz,midwest emo,"['emo', 'indie', 'shoegaze', 'pop punk', 'midwest emo']"
Bunny,5cyu3tkdmGoB0BC0EJfz2V,2023-06-02,11,https://open.spotify.com/album/5cyu3tkdmGoB0BC0EJfz2V,https://i.scdn.co/image/ab67616d0000b27345e3c267e14a7722a482fda9,1bwUhKRmEkOZ1wuTnV9XjC,Beach Fossils,54,https://open.spotify.com/artist/1bwUhKRmEkOZ1wuTnV9XjC,,"['Lo-Fi', 'indie', 'surf rock', 'Garage Rock', 'noise pop']"
The Other Side of Life: Piano Ballads,0Oiav6TR00OCsX68RgWojJ,2021-11-19,8,https://open.spotify.com/album/0Oiav6TR00OCsX68RgWojJ,https://i.scdn.co/image/ab67616d0000b2736f1b47dbba5abbfa49ee0eb0,1bwUhKRmEkOZ1wuTnV9XjC,Beach Fossils,54,https://open.spotify.com/artist/1bwUhKRmEkOZ1wuTnV9XjC,,"['Lo-Fi', 'indie', 'surf rock', 'Garage Rock', 'noise pop']"
Somersault,2d7uieZPQtrUi5AQXwdsYV,2017-06-02,11,https://open.spotify.com/album/2d7uieZPQtrUi5AQXwdsYV,https://i.scdn.co/image/ab67616d0000b273eb70b4a8562f8a40859621a2,1bwUhKRmEkOZ1wuTnV9XjC,Beach Fossils,54,https://open.spotify.com/artist/1bwUhKRmEkOZ1wuTnV9XjC,,"['Lo-Fi', 'indie', 'surf rock', 'Garage Rock', 'noise pop']"
Clash the Truth: Demos,1vEqHA7TUAltNFwTSdhF9a,2013-11-15,7,https://open.spotify.com/album/1vEqHA7TUAltNFwTSdhF9a,https://i.scdn.co/image/ab67616d0000b27351b57606fb7deb9217bc9394,1bwUhKRmEkOZ1wuTnV9XjC,Beach Fossils,54,https://open.spotify.com/artist/1bwUhKRmEkOZ1wuTnV9XjC,,"['Lo-Fi', 'indie', 'surf rock', 'Garage Rock', 'noise pop']"
Clash the Truth,4qC8mysA680i7chkL3JQQw,2013-02-19,14,https://open.spotify.com/album/4qC8mysA680i7chkL3JQQw,https://i.scdn.co/image/ab67616d0000b27390aad1d96f5394861be9dcc7,1bwUhKRmEkOZ1wuTnV9XjC,Beach Fossils,54,https://open.spotify.com/artist/1bwUhKRmEkOZ1wuTnV9XjC,,"['Lo-Fi', 'indie', 'surf rock', 'Garage Rock', 'noise pop']"
What a Pleasure,4BfZ2aZSNDlXFx15lgHGcO,2011-03-08,8,https://open.spotify.com/album/4BfZ2aZSNDlXFx15lgHGcO,https://i.scdn.co/image/ab67616d0000b273e30487238255efa381d100ab,1bwUhKRmEkOZ1wuTnV9XjC,Beach Fossils,54,https://open.spotify.com/artist/1bwUhKRmEkOZ1wuTnV9XjC,,"['Lo-Fi', 'indie', 'surf rock', 'Garage Rock', 'noise pop']"
