name,id,release_date,total_tracks,link,img,band_spotify_id,band_spotify_name,band_spotify_popularity,band_spotify_link
What You Don't See,0SpA1uMWWMDAWMEOlbnRzM,2013-03-26,11,https://open.spotify.com/album/0SpA1uMWWMDAWMEOlbnRzM,https://i.scdn.co/image/ab67616d0000b2739a23fcb144402a733f9607e7,6meTcQ79DrfkIuSLPZkpBg,The Story So Far,64,https://api.spotify.com/v1/artists/6meTcQ79DrfkIuSLPZkpBg
Under Soil and Dirt,7cTzBdGOUanO7XDAgR3YAt,2011-06-21,11,https://open.spotify.com/album/7cTzBdGOUanO7XDAgR3YAt,https://i.scdn.co/image/ab67616d0000b273401613392636f849af65b8f8,6meTcQ79DrfkIuSLPZkpBg,The Story So Far,64,https://api.spotify.com/v1/artists/6meTcQ79DrfkIuSLPZkpBg
"Blood, Hair, And Eyeballs",3BQK669H6FrqGVd7YtxNIs,2024-01-26,11,https://open.spotify.com/album/3BQK669H6FrqGVd7YtxNIs,https://i.scdn.co/image/ab67616d0000b2735689457006627002c29800ca,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Is This Thing Cursed?,1qmUB0PQQDdu00WMpro2YC,2018-08-31,13,https://open.spotify.com/album/1qmUB0PQQDdu00WMpro2YC,https://i.scdn.co/image/ab67616d0000b2732c086bfb0595a8320b7cf55e,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
This Addiction (Past Live),5aZIFZuVGHJhZSLDs87t2U,2018-05-24,11,https://open.spotify.com/album/5aZIFZuVGHJhZSLDs87t2U,https://i.scdn.co/image/ab67616d0000b273fb5d17bc7a7277519f2eb13d,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Maybe I'll Catch Fire (Past Live),24QhwKhYcX5vHaYBIEJ0Za,2018-05-24,10,https://open.spotify.com/album/24QhwKhYcX5vHaYBIEJ0Za,https://i.scdn.co/image/ab67616d0000b273772909d82481c400e75fe57f,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Good Mourning (Past Live),7p3CDlfViYEhRYg9beoAD4,2018-05-24,12,https://open.spotify.com/album/7p3CDlfViYEhRYg9beoAD4,https://i.scdn.co/image/ab67616d0000b273a0cced2bd3486d0e5fff182b,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Goddamnit (Past Live),5BN0fMhWTctKV96YQSBlmj,2018-05-24,12,https://open.spotify.com/album/5BN0fMhWTctKV96YQSBlmj,https://i.scdn.co/image/ab67616d0000b273efb57a37cfbbe8269532f490,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
From Here to Infirmary (Past Live),1PoMwqnUt4vyOZr0IquP2R,2018-05-24,12,https://open.spotify.com/album/1PoMwqnUt4vyOZr0IquP2R,https://i.scdn.co/image/ab67616d0000b273b4b4aa910283ea5a859632ea,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Crimson (Past Live),5GNw9ByGMOQOLIuA2OgjUF,2018-05-24,13,https://open.spotify.com/album/5GNw9ByGMOQOLIuA2OgjUF,https://i.scdn.co/image/ab67616d0000b27321fc893bf69b1e380808fc73,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Agony & Irony (Past Live),6Sw4bfsEnaKacgCUOIpu2H,2018-05-24,11,https://open.spotify.com/album/6Sw4bfsEnaKacgCUOIpu2H,https://i.scdn.co/image/ab67616d0000b27321cbb0efbd1baa06ec58cc78,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
My Shame Is True (Past Live),0zV3qRnZu9dYaVsvyouRDi,2018-05-21,12,https://open.spotify.com/album/0zV3qRnZu9dYaVsvyouRDi,https://i.scdn.co/image/ab67616d0000b273c86f599492900c16eb1ae926,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
My Shame Is True (Deluxe Edition),47ooGYp4iWw3HqEYpMPMIV,2013-04-02,16,https://open.spotify.com/album/47ooGYp4iWw3HqEYpMPMIV,https://i.scdn.co/image/ab67616d0000b2736bba7be81bbdf09a23a4e08e,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Damnesia,0RxkKS9JP9WamXNf5NP2xO,2011,14,https://open.spotify.com/album/0RxkKS9JP9WamXNf5NP2xO,https://i.scdn.co/image/ab67616d0000b2732a1b6f590c7434c3ccdc4a5c,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
This Addiction,6BzreT6bezEY2Yb8XVZLB6,2010,17,https://open.spotify.com/album/6BzreT6bezEY2Yb8XVZLB6,https://i.scdn.co/image/ab67616d0000b27306522f65f687b0a4356a95f8,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Agony & Irony (Deluxe Edition),4QbqynBp5vF2eyJpCSOe0l,2008-07-01,20,https://open.spotify.com/album/4QbqynBp5vF2eyJpCSOe0l,https://i.scdn.co/image/ab67616d0000b273ea1f5e667733e277d276fbc0,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Goddamnit (Redux),7hFFQzniCvUkBpzqEXVqxj,2008-03-11,16,https://open.spotify.com/album/7hFFQzniCvUkBpzqEXVqxj,https://i.scdn.co/image/ab67616d0000b273d86de1f6dd5e5ff175804152,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Agony & Irony (Deluxe Version),7KTiYO7BPa7ACluevKJN2l,2008-01-01,17,https://open.spotify.com/album/7KTiYO7BPa7ACluevKJN2l,https://i.scdn.co/image/ab67616d0000b2739a1672ab4d9f276c0fcf24f7,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Agony & Irony,25F23gQoEHr94Yhcdo16sp,2008-01-01,11,https://open.spotify.com/album/25F23gQoEHr94Yhcdo16sp,https://i.scdn.co/image/ab67616d0000b273a084828481b4f8b1e9b073d0,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Remains,6U1NRLEie1cPXfDt2kf8Nz,2007,22,https://open.spotify.com/album/6U1NRLEie1cPXfDt2kf8Nz,https://i.scdn.co/image/ab67616d0000b273aba5f4e3386180749a436c17,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Crimson,3VKf6mjVtOgynbmAxH0H6F,2005-05-24,13,https://open.spotify.com/album/3VKf6mjVtOgynbmAxH0H6F,https://i.scdn.co/image/ab67616d0000b273343ffde21888b775a29f3219,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Good Mourning,1Gdck00YQsex4Q8JEbZLl0,2003-01-01,14,https://open.spotify.com/album/1Gdck00YQsex4Q8JEbZLl0,https://i.scdn.co/image/ab67616d0000b273a98f6ddf3605198b224ebc7f,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Split,7d7Kr9pgXTuYx6buE5kcHw,2002-01-22,7,https://open.spotify.com/album/7d7Kr9pgXTuYx6buE5kcHw,https://i.scdn.co/image/ab67616d0000b2738ce0ec8c55bc551200012a14,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
From Here to Infirmary,7gtS3OJQlbZg16KZ59Qyhh,2001-04-03,12,https://open.spotify.com/album/7gtS3OJQlbZg16KZ59Qyhh,https://i.scdn.co/image/ab67616d0000b273293ed8ae1b7f1ddcdd53f055,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
The Alkaline Trio,0H1aJgfXxsVNzfpAlKGhtH,2000-04-18,12,https://open.spotify.com/album/0H1aJgfXxsVNzfpAlKGhtH,https://i.scdn.co/image/ab67616d0000b273842a0743b91bee45ad9daf41,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Maybe I'll Catch Fire,2cosroXFwTeqXEwrWEXFJK,2000-03-06,10,https://open.spotify.com/album/2cosroXFwTeqXEwrWEXFJK,https://i.scdn.co/image/ab67616d0000b273e0b6191a8484dcf1326d634f,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
Goddamnit!,6600hazblXXS27uIdcPLBs,1998-10-09,12,https://open.spotify.com/album/6600hazblXXS27uIdcPLBs,https://i.scdn.co/image/ab67616d0000b2738a8732dfb4d25831630d970d,1aEYCT7t18aM3VvM6y8oVR,Alkaline Trio,60,https://api.spotify.com/v1/artists/1aEYCT7t18aM3VvM6y8oVR
The Crucible of Life (Deluxe Edition),1MMfQUP4clMkIwzXmIefTk,2025-06-13,15,https://open.spotify.com/album/1MMfQUP4clMkIwzXmIefTk,https://i.scdn.co/image/ab67616d0000b273382b2fd38256193791493192,0hp58JplihFjlLstUbKS0x,The Home Team,66,https://api.spotify.com/v1/artists/0hp58JplihFjlLstUbKS0x
The Crucible Of Life,3YMGlieEVrvq5GFV7wCDZm,2024-07-12,12,https://open.spotify.com/album/3YMGlieEVrvq5GFV7wCDZm,https://i.scdn.co/image/ab67616d0000b27396afe8627c51e61217c9bd11,0hp58JplihFjlLstUbKS0x,The Home Team,66,https://api.spotify.com/v1/artists/0hp58JplihFjlLstUbKS0x
Slow Bloom (Deluxe),6RqDmuLw3EXn3091E6D0Pd,2022-07-29,13,https://open.spotify.com/album/6RqDmuLw3EXn3091E6D0Pd,https://i.scdn.co/image/ab67616d0000b273873cb43c53771474fc1291e3,0hp58JplihFjlLstUbKS0x,The Home Team,66,https://api.spotify.com/v1/artists/0hp58JplihFjlLstUbKS0x
Slow Bloom,4u3gRhBSD2osE2zfimvUfM,2021-10-22,11,https://open.spotify.com/album/4u3gRhBSD2osE2zfimvUfM,https://i.scdn.co/image/ab67616d0000b273e644270795909a830995018d,0hp58JplihFjlLstUbKS0x,The Home Team,66,https://api.spotify.com/v1/artists/0hp58JplihFjlLstUbKS0x
Better Off,5AWAQJsqtuF3CjytMDOdDN,2018-07-20,10,https://open.spotify.com/album/5AWAQJsqtuF3CjytMDOdDN,https://i.scdn.co/image/ab67616d0000b27361acc40b20d8739309dd4d48,0hp58JplihFjlLstUbKS0x,The Home Team,66,https://api.spotify.com/v1/artists/0hp58JplihFjlLstUbKS0x
Science Fiction,2Oyi0iQ92nw0MlO6ehpNwJ,2017-08-18,12,https://open.spotify.com/album/2Oyi0iQ92nw0MlO6ehpNwJ,https://i.scdn.co/image/ab67616d0000b2731c4702942e2a0b462e72ad6a,168dgYui7ExaU612eooDF1,Brand New,60,https://api.spotify.com/v1/artists/168dgYui7ExaU612eooDF1
Leaked Demos 2006,1JtMYXpJ0wxaRDrDVelqPG,2016-01-13,9,https://open.spotify.com/album/1JtMYXpJ0wxaRDrDVelqPG,https://i.scdn.co/image/ab67616d0000b2736989c6beb968e6a3e1bff693,168dgYui7ExaU612eooDF1,Brand New,60,https://api.spotify.com/v1/artists/168dgYui7ExaU612eooDF1
Daisy,58VGWDkS2dD6wqx90ovkof,2009-01-01,13,https://open.spotify.com/album/58VGWDkS2dD6wqx90ovkof,https://i.scdn.co/image/ab67616d0000b273d7bddd3ffe7c7512f58568ff,168dgYui7ExaU612eooDF1,Brand New,60,https://api.spotify.com/v1/artists/168dgYui7ExaU612eooDF1
The Devil And God Are Raging Inside Me,2r0pP3sWs8xhaai1fnkBtd,2006-01-01,13,https://open.spotify.com/album/2r0pP3sWs8xhaai1fnkBtd,https://i.scdn.co/image/ab67616d0000b273f4833c1476e79d48d98536a1,168dgYui7ExaU612eooDF1,Brand New,60,https://api.spotify.com/v1/artists/168dgYui7ExaU612eooDF1
Deja Entendu,6vDiMhyfSnTn18OY99BSQX,2003-06-17,11,https://open.spotify.com/album/6vDiMhyfSnTn18OY99BSQX,https://i.scdn.co/image/ab67616d0000b2731d421119351d6801a2c99741,168dgYui7ExaU612eooDF1,Brand New,60,https://api.spotify.com/v1/artists/168dgYui7ExaU612eooDF1
Your Favorite Weapon (Deluxe Edition),2PxRsNKUfAUnGOx1NLWAhJ,2001,19,https://open.spotify.com/album/2PxRsNKUfAUnGOx1NLWAhJ,https://i.scdn.co/image/ab67616d0000b273aaffe26328d5ac324d42359b,168dgYui7ExaU612eooDF1,Brand New,60,https://api.spotify.com/v1/artists/168dgYui7ExaU612eooDF1
Your Favorite Weapon,1kRnFF71UTGdHmSrRDllKj,2001,12,https://open.spotify.com/album/1kRnFF71UTGdHmSrRDllKj,https://i.scdn.co/image/ab67616d0000b2730a608ae3f3b2d721703ce22f,168dgYui7ExaU612eooDF1,Brand New,60,https://api.spotify.com/v1/artists/168dgYui7ExaU612eooDF1
Holy Ghost,0XvjdaLFvJ510mcmVXriw7,2016-05-13,11,https://open.spotify.com/album/0XvjdaLFvJ510mcmVXriw7,https://i.scdn.co/image/ab67616d0000b2732b6d651ad0167b0cf8024ba5,1HxXNvsraqrsgfmju1yKk8,Modern Baseball,66,https://api.spotify.com/v1/artists/1HxXNvsraqrsgfmju1yKk8
You're Gonna Miss It All,4QElAwQufg6wCeyvpafqwA,2014-02-11,12,https://open.spotify.com/album/4QElAwQufg6wCeyvpafqwA,https://i.scdn.co/image/ab67616d0000b27398890ab31b06f44bcc40db75,1HxXNvsraqrsgfmju1yKk8,Modern Baseball,66,https://api.spotify.com/v1/artists/1HxXNvsraqrsgfmju1yKk8
Sports,1xmzPFLf2gjDF0D8OQJyAo,2012-11-27,12,https://open.spotify.com/album/1xmzPFLf2gjDF0D8OQJyAo,https://i.scdn.co/image/ab67616d0000b273b83030fd0c602ef0f5801503,1HxXNvsraqrsgfmju1yKk8,Modern Baseball,66,https://api.spotify.com/v1/artists/1HxXNvsraqrsgfmju1yKk8
What It Means To Fall Apart,2g7EfmQjCCOPKN2jcvBrtm,2021-11-19,12,https://open.spotify.com/album/2g7EfmQjCCOPKN2jcvBrtm,https://i.scdn.co/image/ab67616d0000b27344e61dde49bd4f017b2b44ea,3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,64,https://api.spotify.com/v1/artists/3WfJ1OtrWI7RViX9DMyEGy
Sunnyland,6VgJZRUsCbR1NTnJWU85G4,2018-06-15,13,https://open.spotify.com/album/6VgJZRUsCbR1NTnJWU85G4,https://i.scdn.co/image/ab67616d0000b2736dd5b8d3e2ecc10aeabf82fe,3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,64,https://api.spotify.com/v1/artists/3WfJ1OtrWI7RViX9DMyEGy
A Lesson In Romantics (Anniversary Edition),1Ewi8Uxjw5Etf7y8zaww9K,2017-03-17,18,https://open.spotify.com/album/1Ewi8Uxjw5Etf7y8zaww9K,https://i.scdn.co/image/ab67616d0000b273e3cec48047eb806b0c1c7845,3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,64,https://api.spotify.com/v1/artists/3WfJ1OtrWI7RViX9DMyEGy
Black Lines,2jZ7KCJvqvq3lUIAiil0Vd,2015-10-09,12,https://open.spotify.com/album/2jZ7KCJvqvq3lUIAiil0Vd,https://i.scdn.co/image/ab67616d0000b27355800d07b40204ec1fdd4f70,3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,64,https://api.spotify.com/v1/artists/3WfJ1OtrWI7RViX9DMyEGy
Monsters In The Closet (Deluxe Edition),4tHojxa0RfgbktTv8fzqDl,2014-05-27,15,https://open.spotify.com/album/4tHojxa0RfgbktTv8fzqDl,https://i.scdn.co/image/ab67616d0000b27342361c6c4eb80d7efc82915e,3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,64,https://api.spotify.com/v1/artists/3WfJ1OtrWI7RViX9DMyEGy
Monsters In The Closet,0z4nD6xjZlQEq4BDF8GRFu,2013-10-08,12,https://open.spotify.com/album/0z4nD6xjZlQEq4BDF8GRFu,https://i.scdn.co/image/ab67616d0000b2734404631ba5a6caeda0b2517c,3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,64,https://api.spotify.com/v1/artists/3WfJ1OtrWI7RViX9DMyEGy
Mayday Parade (Deluxe Edition),5ioUIvpedCZXXXPE1zvsoV,2011-10-03,14,https://open.spotify.com/album/5ioUIvpedCZXXXPE1zvsoV,https://i.scdn.co/image/ab67616d0000b2736958a999cf469d22b1ed6224,3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,64,https://api.spotify.com/v1/artists/3WfJ1OtrWI7RViX9DMyEGy
Mayday Parade,5y34kPaIpcN3LNU3BZGEsn,2011-10-03,12,https://open.spotify.com/album/5y34kPaIpcN3LNU3BZGEsn,https://i.scdn.co/image/ab67616d0000b27371959606baa806911a3e72f9,3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,64,https://api.spotify.com/v1/artists/3WfJ1OtrWI7RViX9DMyEGy
Anywhere but Here,0JK09CS7SdFERmAiBNjawF,2009-10-05,11,https://open.spotify.com/album/0JK09CS7SdFERmAiBNjawF,https://i.scdn.co/image/ab67616d0000b27362120611d0c6cd3c0113cebf,3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,64,https://api.spotify.com/v1/artists/3WfJ1OtrWI7RViX9DMyEGy
Anywhere but Here (Deluxe Edition),2DLbHCbhgKMdyDkh6dxK5u,2009-10-02,13,https://open.spotify.com/album/2DLbHCbhgKMdyDkh6dxK5u,https://i.scdn.co/image/ab67616d0000b273ebf30a4f47d1bdbd208ccadf,3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,64,https://api.spotify.com/v1/artists/3WfJ1OtrWI7RViX9DMyEGy
A Lesson In Romantics,0UtenXp3qVbWedKEaNRAp9,2007-07-10,12,https://open.spotify.com/album/0UtenXp3qVbWedKEaNRAp9,https://i.scdn.co/image/ab67616d0000b273f7a58da348455480bf248fd5,3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,64,https://api.spotify.com/v1/artists/3WfJ1OtrWI7RViX9DMyEGy
INTELLECTUAL PROPERTY,3zrk39UHnfEr8PYZarjWMp,2023-10-11,12,https://open.spotify.com/album/3zrk39UHnfEr8PYZarjWMp,https://i.scdn.co/image/ab67616d0000b2730494809dbc8c87d40871db18,3QaxveoTiMetZCMp1sftiu,Waterparks,60,https://api.spotify.com/v1/artists/3QaxveoTiMetZCMp1sftiu
Greatest Hits,7bMXp3NDoTyW645vGJj7jY,2021-05-21,17,https://open.spotify.com/album/7bMXp3NDoTyW645vGJj7jY,https://i.scdn.co/image/ab67616d0000b273c9214332c7f2173460ca1b23,3QaxveoTiMetZCMp1sftiu,Waterparks,60,https://api.spotify.com/v1/artists/3QaxveoTiMetZCMp1sftiu
FANDOM: LIVE IN THE UK,7fIWaE0BS1FxVOg0eIXhnf,2020-12-18,19,https://open.spotify.com/album/7fIWaE0BS1FxVOg0eIXhnf,https://i.scdn.co/image/ab67616d0000b273a1ebe722c77775c216b4c38d,3QaxveoTiMetZCMp1sftiu,Waterparks,60,https://api.spotify.com/v1/artists/3QaxveoTiMetZCMp1sftiu
FANDOM,6W5NAcsq5dV2vMcxPFWXTb,2019-10-11,15,https://open.spotify.com/album/6W5NAcsq5dV2vMcxPFWXTb,https://i.scdn.co/image/ab67616d0000b2733cd2ff03a508f5314a626701,3QaxveoTiMetZCMp1sftiu,Waterparks,60,https://api.spotify.com/v1/artists/3QaxveoTiMetZCMp1sftiu
Entertainment,4wpa4paytNYdZpGgL6WwvR,2018-01-26,10,https://open.spotify.com/album/4wpa4paytNYdZpGgL6WwvR,https://i.scdn.co/image/ab67616d0000b2738e75f997d677382b78f2555e,3QaxveoTiMetZCMp1sftiu,Waterparks,60,https://api.spotify.com/v1/artists/3QaxveoTiMetZCMp1sftiu
Double Dare,0FMY6FT7bjxhnCoTthH0zR,2016-11-04,13,https://open.spotify.com/album/0FMY6FT7bjxhnCoTthH0zR,https://i.scdn.co/image/ab67616d0000b27337ef533a35dd13a4bc52758d,3QaxveoTiMetZCMp1sftiu,Waterparks,60,https://api.spotify.com/v1/artists/3QaxveoTiMetZCMp1sftiu
VAMP,4bk8MDVLQ78NVnVeAKpe6z,2025-04-11,11,https://open.spotify.com/album/4bk8MDVLQ78NVnVeAKpe6z,https://i.scdn.co/image/ab67616d0000b2735515dca30580e3f15ab64a00,7B76SsfzG0wWk1WEvGzCmY,Magnolia Park,63,https://api.spotify.com/v1/artists/7B76SsfzG0wWk1WEvGzCmY
Halloween Mixtape II,11K5RRCKRsn5RCYWBNniD5,2023-10-27,17,https://open.spotify.com/album/11K5RRCKRsn5RCYWBNniD5,https://i.scdn.co/image/ab67616d0000b27396ddda24b7be1929c9de86b1,7B76SsfzG0wWk1WEvGzCmY,Magnolia Park,63,https://api.spotify.com/v1/artists/7B76SsfzG0wWk1WEvGzCmY
Baku's Revenge (Deluxe Edition),6ZA9jvu4Jwwqh5EmEUhBfv,2023-04-14,15,https://open.spotify.com/album/6ZA9jvu4Jwwqh5EmEUhBfv,https://i.scdn.co/image/ab67616d0000b2737fe0d22f7531c4a554c0975a,7B76SsfzG0wWk1WEvGzCmY,Magnolia Park,63,https://api.spotify.com/v1/artists/7B76SsfzG0wWk1WEvGzCmY
Baku's Revenge,07wQSjTds9132XAwuYzBWF,2022-11-04,11,https://open.spotify.com/album/07wQSjTds9132XAwuYzBWF,https://i.scdn.co/image/ab67616d0000b273e59b7c1ff9b6f703bd16d5a9,7B76SsfzG0wWk1WEvGzCmY,Magnolia Park,63,https://api.spotify.com/v1/artists/7B76SsfzG0wWk1WEvGzCmY
Halloween Mixtape,1Defrb5hnuVq7ZnSBtxlRy,2021-10-29,14,https://open.spotify.com/album/1Defrb5hnuVq7ZnSBtxlRy,https://i.scdn.co/image/ab67616d0000b27331ffdf67c6c92311481f8cb0,7B76SsfzG0wWk1WEvGzCmY,Magnolia Park,63,https://api.spotify.com/v1/artists/7B76SsfzG0wWk1WEvGzCmY
152,00lrMqGJScSgTrwT6WEL4N,2023-10-27,10,https://open.spotify.com/album/00lrMqGJScSgTrwT6WEL4N,https://i.scdn.co/image/ab67616d0000b2739d36f7b07009e4f4d2b1c4c2,24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,65,https://api.spotify.com/v1/artists/24XtlMhEMNdi822vi0MhY1
Tell All Your Friends (20th Anniversary Edition),5vXgzBXFBLdsE22WvrkmjG,2022-05-27,14,https://open.spotify.com/album/5vXgzBXFBLdsE22WvrkmjG,https://i.scdn.co/image/ab67616d0000b2734f4f59a3c87b7fab342b0bb8,24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,65,https://api.spotify.com/v1/artists/24XtlMhEMNdi822vi0MhY1
Twenty,216CNxCLlMTynBoS9uZAb2,2019-01-11,16,https://open.spotify.com/album/216CNxCLlMTynBoS9uZAb2,https://i.scdn.co/image/ab67616d0000b273b209c9e0d1f93380e6ca2a26,24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,65,https://api.spotify.com/v1/artists/24XtlMhEMNdi822vi0MhY1
Tidal Wave,6vPMvidS9gatI17eT9k1cC,2016-09-16,12,https://open.spotify.com/album/6vPMvidS9gatI17eT9k1cC,https://i.scdn.co/image/ab67616d0000b2734dbde66a78678db8a922dad1,24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,65,https://api.spotify.com/v1/artists/24XtlMhEMNdi822vi0MhY1
Happiness Is: The Complete Recordings,4e6Xrilol8ELkaFFNzWNTl,2015-02-24,17,https://open.spotify.com/album/4e6Xrilol8ELkaFFNzWNTl,https://i.scdn.co/image/ab67616d0000b27313226970c54582dca6fd10fe,24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,65,https://api.spotify.com/v1/artists/24XtlMhEMNdi822vi0MhY1
Happiness Is,2N02qdLn3XiNlb8c0SFyPd,2014-03-18,11,https://open.spotify.com/album/2N02qdLn3XiNlb8c0SFyPd,https://i.scdn.co/image/ab67616d0000b2738b47904c00ed9586951bd4a7,24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,65,https://api.spotify.com/v1/artists/24XtlMhEMNdi822vi0MhY1
TAYF10 Acoustic (Live),7JUhl8nHvMEQ8lntc05IzB,2013-06-18,11,https://open.spotify.com/album/7JUhl8nHvMEQ8lntc05IzB,https://i.scdn.co/image/ab67616d0000b2733d88fabdebc5a356cd5f7501,24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,65,https://api.spotify.com/v1/artists/24XtlMhEMNdi822vi0MhY1
Taking Back Sunday (Deluxe Edition),5zvSRGoXeVm726jRRltAkf,2011-06-28,14,https://open.spotify.com/album/5zvSRGoXeVm726jRRltAkf,https://i.scdn.co/image/ab67616d0000b27332f9dc5234332ec8fc37e6bc,24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,65,https://api.spotify.com/v1/artists/24XtlMhEMNdi822vi0MhY1
Taking Back Sunday,1W4uX1UOB3fn04DiEgYinY,2011-06-28,11,https://open.spotify.com/album/1W4uX1UOB3fn04DiEgYinY,https://i.scdn.co/image/ab67616d0000b273df670de0d2f069a5de92f723,24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,65,https://api.spotify.com/v1/artists/24XtlMhEMNdi822vi0MhY1
Live From Orensanz,586wLbc8nvAWQXVcAAwib4,2010-08-17,11,https://open.spotify.com/album/586wLbc8nvAWQXVcAAwib4,https://i.scdn.co/image/ab67616d0000b27378b97bcbbbb6ffc90a2a1520,24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,65,https://api.spotify.com/v1/artists/24XtlMhEMNdi822vi0MhY1
Live From Bamboozle 2009,4f9ccS2suEvbjDWGqbe5XQ,2009-10-02,13,https://open.spotify.com/album/4f9ccS2suEvbjDWGqbe5XQ,https://i.scdn.co/image/ab67616d0000b273faf49b0b5b404765858b2086,24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,65,https://api.spotify.com/v1/artists/24XtlMhEMNdi822vi0MhY1
New Again (Deluxe),5UcVHediVCQElEf5XonnaY,2009-06-02,13,https://open.spotify.com/album/5UcVHediVCQElEf5XonnaY,https://i.scdn.co/image/ab67616d0000b2732c3bb9e897f0ec7763d1cbb8,24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,65,https://api.spotify.com/v1/artists/24XtlMhEMNdi822vi0MhY1
