name,id,release_date,total_tracks,link,img,band_spotify_id,band_spotify_name,band_spotify_popularity,band_spotify_link
The Sound a Body Makes When It's Still,0HMgzw7KIZ7gnmkfeOxCs6,2025-08-22,16,https://open.spotify.com/album/0HMgzw7KIZ7gnmkfeOxCs6,https://i.scdn.co/image/ab67616d0000b273e332a90d4553e03bed2c8ba2,1lKZzN2d4IqiEYxyECIEHI,Hot Mulligan,67,https://api.spotify.com/v1/artists/1lKZzN2d4IqiEYxyECIEHI
Why Would I Watch,0wLCmFQIAxudWGxUcxO1oQ,2023-05-12,12,https://open.spotify.com/album/0wLCmFQIAxudWGxUcxO1oQ,https://i.scdn.co/image/ab67616d0000b273fc0e96d2d902ced36ea3256d,1lKZzN2d4IqiEYxyECIEHI,Hot Mulligan,67,https://api.spotify.com/v1/artists/1lKZzN2d4IqiEYxyECIEHI
you'll be fine,5MutKcn3J1xzbBKOzr1oGI,2020-03-06,11,https://open.spotify.com/album/5MutKcn3J1xzbBKOzr1oGI,https://i.scdn.co/image/ab67616d0000b273fec2691d20750b512ba92483,1lKZzN2d4IqiEYxyECIEHI,Hot Mulligan,67,https://api.spotify.com/v1/artists/1lKZzN2d4IqiEYxyECIEHI
Pilot,4LR74198fNxGkLyzinQwJz,2018-03-23,11,https://open.spotify.com/album/4LR74198fNxGkLyzinQwJz,https://i.scdn.co/image/ab67616d0000b273597e821e98e1e6c7e8b609b4,1lKZzN2d4IqiEYxyECIEHI,Hot Mulligan,67,https://api.spotify.com/v1/artists/1lKZzN2d4IqiEYxyECIEHI
Opportunities,5WDg2HWBwm6W0jttEW2jXG,2016-12-16,7,https://open.spotify.com/album/5WDg2HWBwm6W0jttEW2jXG,https://i.scdn.co/image/ab67616d0000b273268a1d912b38b139f93a9af3,1lKZzN2d4IqiEYxyECIEHI,Hot Mulligan,67,https://api.spotify.com/v1/artists/1lKZzN2d4IqiEYxyECIEHI
Neck Deep (Dumbfuck Edition),3xBppdCksi42RQpNGaCnCa,2025-09-12,14,https://open.spotify.com/album/3xBppdCksi42RQpNGaCnCa,https://i.scdn.co/image/ab67616d0000b27339f098db4195af484ae9a6e4,2TM0qnbJH4QPhGMCdPt7fH,Neck Deep,68,https://api.spotify.com/v1/artists/2TM0qnbJH4QPhGMCdPt7fH
Neck Deep,5dJ7QsXRqsX5oErJatoERd,2024-01-19,10,https://open.spotify.com/album/5dJ7QsXRqsX5oErJatoERd,https://i.scdn.co/image/ab67616d0000b2738e7972696ca28546d833a842,2TM0qnbJH4QPhGMCdPt7fH,Neck Deep,68,https://api.spotify.com/v1/artists/2TM0qnbJH4QPhGMCdPt7fH
All Distortions Are Intentional,3fM2J0ilTBGwnzcN3SqUcG,2020-07-24,12,https://open.spotify.com/album/3fM2J0ilTBGwnzcN3SqUcG,https://i.scdn.co/image/ab67616d0000b2733a278953d20b499818ed7dae,2TM0qnbJH4QPhGMCdPt7fH,Neck Deep,68,https://api.spotify.com/v1/artists/2TM0qnbJH4QPhGMCdPt7fH
The Peace And The Panic,76NbbdvTc4yP50p5m4u9H3,2017-08-18,11,https://open.spotify.com/album/76NbbdvTc4yP50p5m4u9H3,https://i.scdn.co/image/ab67616d0000b273012600ed0113720188be4dd5,2TM0qnbJH4QPhGMCdPt7fH,Neck Deep,68,https://api.spotify.com/v1/artists/2TM0qnbJH4QPhGMCdPt7fH
Life's Not Out To Get You,3umOBqXWR9VnJTQoe9Qkkj,2015-08-14,12,https://open.spotify.com/album/3umOBqXWR9VnJTQoe9Qkkj,https://i.scdn.co/image/ab67616d0000b27382a3560435840c14a72f6b6e,2TM0qnbJH4QPhGMCdPt7fH,Neck Deep,68,https://api.spotify.com/v1/artists/2TM0qnbJH4QPhGMCdPt7fH
Rain In July / A History Of Bad Decisions,13xBAYqsGgjXnoawJEMkr8,2014-06-10,10,https://open.spotify.com/album/13xBAYqsGgjXnoawJEMkr8,https://i.scdn.co/image/ab67616d0000b2732716ca9fe9448d15a6503ef5,2TM0qnbJH4QPhGMCdPt7fH,Neck Deep,68,https://api.spotify.com/v1/artists/2TM0qnbJH4QPhGMCdPt7fH
Wishful Thinking,7GZW60VRzrKiVNZDmzZiz1,2014-01-14,12,https://open.spotify.com/album/7GZW60VRzrKiVNZDmzZiz1,https://i.scdn.co/image/ab67616d0000b27304f73ec3f682f28acb9c264a,2TM0qnbJH4QPhGMCdPt7fH,Neck Deep,68,https://api.spotify.com/v1/artists/2TM0qnbJH4QPhGMCdPt7fH
Rain In July,13C2WGkljqaE62wJjsvENT,2012-09-11,7,https://open.spotify.com/album/13C2WGkljqaE62wJjsvENT,https://i.scdn.co/image/ab67616d0000b2732ac4a1fa3633712e4e5affe2,2TM0qnbJH4QPhGMCdPt7fH,Neck Deep,68,https://api.spotify.com/v1/artists/2TM0qnbJH4QPhGMCdPt7fH
Truth Decay,1InYWNQZhu7U98emMWUdgW,2023-02-10,13,https://open.spotify.com/album/1InYWNQZhu7U98emMWUdgW,https://i.scdn.co/image/ab67616d0000b273aa72d2973fbfb12d7bf32edb,1kNQXvepPjaPgUfeDAF2h6,You Me At Six,57,https://api.spotify.com/v1/artists/1kNQXvepPjaPgUfeDAF2h6
Sinners Never Sleep (10 Year Anniversary Edition),2vVMlMlQGIOP5RdDdWj0WT,2022-05-27,33,https://open.spotify.com/album/2vVMlMlQGIOP5RdDdWj0WT,https://i.scdn.co/image/ab67616d0000b273fc523f9ada5c265d684c87b2,1kNQXvepPjaPgUfeDAF2h6,You Me At Six,57,https://api.spotify.com/v1/artists/1kNQXvepPjaPgUfeDAF2h6
SUCKAPUNCH (Deluxe Edition),6A1vAYeJxC8sRza21iB2Pk,2021-07-02,17,https://open.spotify.com/album/6A1vAYeJxC8sRza21iB2Pk,https://i.scdn.co/image/ab67616d0000b2734710b99b148e1deb466d1b5a,1kNQXvepPjaPgUfeDAF2h6,You Me At Six,57,https://api.spotify.com/v1/artists/1kNQXvepPjaPgUfeDAF2h6
SUCKAPUNCH,0S9IWlmYkM6ULSB1BExd5t,2021-01-15,11,https://open.spotify.com/album/0S9IWlmYkM6ULSB1BExd5t,https://i.scdn.co/image/ab67616d0000b273832f747b8b2d5c9a71f4a97f,1kNQXvepPjaPgUfeDAF2h6,You Me At Six,57,https://api.spotify.com/v1/artists/1kNQXvepPjaPgUfeDAF2h6
VI,7ttrc4ughOmz3dWMkpIrQv,2018-10-05,10,https://open.spotify.com/album/7ttrc4ughOmz3dWMkpIrQv,https://i.scdn.co/image/ab67616d0000b273057a23cab500aa38fb08b8c8,1kNQXvepPjaPgUfeDAF2h6,You Me At Six,57,https://api.spotify.com/v1/artists/1kNQXvepPjaPgUfeDAF2h6
Night People,1snS7GPKcsbRHihG1ug2VN,2017-01-06,10,https://open.spotify.com/album/1snS7GPKcsbRHihG1ug2VN,https://i.scdn.co/image/ab67616d0000b273769d215c48699491322da722,1kNQXvepPjaPgUfeDAF2h6,You Me At Six,57,https://api.spotify.com/v1/artists/1kNQXvepPjaPgUfeDAF2h6
Cavalier Youth (Special Edition),6LmsE4qivv9Ej7vG179WaK,2014-10-27,17,https://open.spotify.com/album/6LmsE4qivv9Ej7vG179WaK,https://i.scdn.co/image/ab67616d0000b27317700898dfda8cf3bce4672b,1kNQXvepPjaPgUfeDAF2h6,You Me At Six,57,https://api.spotify.com/v1/artists/1kNQXvepPjaPgUfeDAF2h6
Cavalier Youth (Bonus Track Version),0Jc8iit7R0U4lHflud7pdA,2014-01-27,13,https://open.spotify.com/album/0Jc8iit7R0U4lHflud7pdA,https://i.scdn.co/image/ab67616d0000b2731e39592f019f22f8a1bd9256,1kNQXvepPjaPgUfeDAF2h6,You Me At Six,57,https://api.spotify.com/v1/artists/1kNQXvepPjaPgUfeDAF2h6
The Final Night Of Sin At Wembley Arena,0sQ8uRQOdeooLPqikDnCpW,2013-01-01,20,https://open.spotify.com/album/0sQ8uRQOdeooLPqikDnCpW,https://i.scdn.co/image/ab67616d0000b273a7deb2fea516f481d6ae86d2,1kNQXvepPjaPgUfeDAF2h6,You Me At Six,57,https://api.spotify.com/v1/artists/1kNQXvepPjaPgUfeDAF2h6
Sinners Never Sleep,1rpy3QjFaubT532L6XuV2R,2011-01-01,12,https://open.spotify.com/album/1rpy3QjFaubT532L6XuV2R,https://i.scdn.co/image/ab67616d0000b2735ce0928b956df5991725c3e3,1kNQXvepPjaPgUfeDAF2h6,You Me At Six,57,https://api.spotify.com/v1/artists/1kNQXvepPjaPgUfeDAF2h6
Hold Me Down,5FakgYrhpMRNbQ9OaAP9YU,2010-01-01,12,https://open.spotify.com/album/5FakgYrhpMRNbQ9OaAP9YU,https://i.scdn.co/image/ab67616d0000b273fb299d91f3079f1f8196563f,1kNQXvepPjaPgUfeDAF2h6,You Me At Six,57,https://api.spotify.com/v1/artists/1kNQXvepPjaPgUfeDAF2h6
Take off Your Colours,5p0DypsXNgVMcndqPfWVGt,2009-01-01,18,https://open.spotify.com/album/5p0DypsXNgVMcndqPfWVGt,https://i.scdn.co/image/ab67616d0000b273445c12e66a3471de83c3a382,1kNQXvepPjaPgUfeDAF2h6,You Me At Six,57,https://api.spotify.com/v1/artists/1kNQXvepPjaPgUfeDAF2h6
The Kids In The Crowd - Music From The Documentary Soundtrack,5VRxr2rH1AMR0k57mF1wAO,2025-07-08,38,https://open.spotify.com/album/5VRxr2rH1AMR0k57mF1wAO,https://i.scdn.co/image/ab67616d0000b273f719e4ede0cd25a21cd9f5ee,2p4FqHnazRucYQHyDCdBrJ,Simple Plan,72,https://api.spotify.com/v1/artists/2p4FqHnazRucYQHyDCdBrJ
Still Not Getting Any... (20th Anniversary Edition),1ejcSGLsGY6IgxZkMmnwuN,2024-10-25,13,https://open.spotify.com/album/1ejcSGLsGY6IgxZkMmnwuN,https://i.scdn.co/image/ab67616d0000b2739535de397fb5af8d5df61336,2p4FqHnazRucYQHyDCdBrJ,Simple Plan,72,https://api.spotify.com/v1/artists/2p4FqHnazRucYQHyDCdBrJ
Harder Than It Looks,0NgcYDpxXtgTADvZdVTLtP,2022-05-06,10,https://open.spotify.com/album/0NgcYDpxXtgTADvZdVTLtP,https://i.scdn.co/image/ab67616d0000b273642d4ad3a8c6713e8fe61b62,2p4FqHnazRucYQHyDCdBrJ,Simple Plan,72,https://api.spotify.com/v1/artists/2p4FqHnazRucYQHyDCdBrJ
Taking One for the Team,1CXsgQxjJF0cEuEjb1P9nZ,2016-02-19,15,https://open.spotify.com/album/1CXsgQxjJF0cEuEjb1P9nZ,https://i.scdn.co/image/ab67616d0000b273afc18d9bacc84e1461809315,2p4FqHnazRucYQHyDCdBrJ,Simple Plan,72,https://api.spotify.com/v1/artists/2p4FqHnazRucYQHyDCdBrJ
Get Your Heart On! - the Second Coming!,7gplpUXYJZxhsZebmZfZ5i,2013-11-25,7,https://open.spotify.com/album/7gplpUXYJZxhsZebmZfZ5i,https://i.scdn.co/image/ab67616d0000b273b32e8599797516698d451a2d,2p4FqHnazRucYQHyDCdBrJ,Simple Plan,72,https://api.spotify.com/v1/artists/2p4FqHnazRucYQHyDCdBrJ
Get Your Heart On! (Deluxe Edition),6VbBv72UKqWIvjjBCQ6RM1,2011-06-14,15,https://open.spotify.com/album/6VbBv72UKqWIvjjBCQ6RM1,https://i.scdn.co/image/ab67616d0000b2731c1cbe0c3d7a850ffb756444,2p4FqHnazRucYQHyDCdBrJ,Simple Plan,72,https://api.spotify.com/v1/artists/2p4FqHnazRucYQHyDCdBrJ
Get Your Heart On!,2Wl3ol8DVnW0I0pEdKEzUU,2011-06-14,15,https://open.spotify.com/album/2Wl3ol8DVnW0I0pEdKEzUU,https://i.scdn.co/image/ab67616d0000b273e9e7c3e1fdf16507c3e5a6cf,2p4FqHnazRucYQHyDCdBrJ,Simple Plan,72,https://api.spotify.com/v1/artists/2p4FqHnazRucYQHyDCdBrJ
Simple Plan (French Version),7a7JlGJiNEGm5teD1q0wfL,2008-02-06,14,https://open.spotify.com/album/7a7JlGJiNEGm5teD1q0wfL,https://i.scdn.co/image/ab67616d0000b273fb8c2166db4a25072d88b54d,2p4FqHnazRucYQHyDCdBrJ,Simple Plan,72,https://api.spotify.com/v1/artists/2p4FqHnazRucYQHyDCdBrJ
Simple Plan,1tjE6cuUdnscgwxTt49ouH,2008-02-06,12,https://open.spotify.com/album/1tjE6cuUdnscgwxTt49ouH,https://i.scdn.co/image/ab67616d0000b27391f69aa4fdb007620f43e8b6,2p4FqHnazRucYQHyDCdBrJ,Simple Plan,72,https://api.spotify.com/v1/artists/2p4FqHnazRucYQHyDCdBrJ
MTV Hard Rock Live,4J2hZM4nGQaBLUTd5vo4C1,2005-10-04,16,https://open.spotify.com/album/4J2hZM4nGQaBLUTd5vo4C1,https://i.scdn.co/image/ab67616d0000b273b4a0f0234f7e3819e9494ea0,2p4FqHnazRucYQHyDCdBrJ,Simple Plan,72,https://api.spotify.com/v1/artists/2p4FqHnazRucYQHyDCdBrJ
Still Not Getting Any...,6RSpKXfvVzCqtLi6VySxsU,2004-10-25,13,https://open.spotify.com/album/6RSpKXfvVzCqtLi6VySxsU,https://i.scdn.co/image/ab67616d0000b2736cb8cbc645eebdfc0ebffa72,2p4FqHnazRucYQHyDCdBrJ,Simple Plan,72,https://api.spotify.com/v1/artists/2p4FqHnazRucYQHyDCdBrJ
"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",3W6TEVlmaP22E4KvWY9HrS,2002-03-19,19,https://open.spotify.com/album/3W6TEVlmaP22E4KvWY9HrS,https://i.scdn.co/image/ab67616d0000b273fbee462a3aa4e7ea05e07aa5,2p4FqHnazRucYQHyDCdBrJ,Simple Plan,72,https://api.spotify.com/v1/artists/2p4FqHnazRucYQHyDCdBrJ
"The Forever Sessions, Vol. 1",0LaTBby8LOHvfh6rVuHEri,2024-08-23,9,https://open.spotify.com/album/0LaTBby8LOHvfh6rVuHEri,https://i.scdn.co/image/ab67616d0000b273c593171e97792ed4e374e6d9,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
Tell Me I'm Alive,0gPGmJSxuqrpvXiWdOLcRh,2023-03-17,13,https://open.spotify.com/album/0gPGmJSxuqrpvXiWdOLcRh,https://i.scdn.co/image/ab67616d0000b27351c5a0490ea847ecb7b8b164,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
"Wake Up, Sunshine",1kwAv74rVTTGMpawGsXtiE,2020-04-03,15,https://open.spotify.com/album/1kwAv74rVTTGMpawGsXtiE,https://i.scdn.co/image/ab67616d0000b27328c24b54e9149cab239ac1cd,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
It's Still Nothing Personal: A Ten Year Tribute (Live In The Studio),6EV4w18ekpHnIZnK4i8NUX,2019-11-08,12,https://open.spotify.com/album/6EV4w18ekpHnIZnK4i8NUX,https://i.scdn.co/image/ab67616d0000b2735ca2efae3bbbc594c29bd7c5,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
Last Young Renegade,0gpNGTVNivS2wB32tzV3OH,2017-06-02,10,https://open.spotify.com/album/0gpNGTVNivS2wB32tzV3OH,https://i.scdn.co/image/ab67616d0000b273634ebb5b4796e92c00da986f,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
"Straight To DVD II: Past, Present, and Future Hearts",22CfEF0DGyhPf0IiH352Qm,2016-09-09,21,https://open.spotify.com/album/22CfEF0DGyhPf0IiH352Qm,https://i.scdn.co/image/ab67616d0000b27373f0f764e211377ebb163425,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
Future Hearts,712X8QUI6uWg1JxHmz0l4I,2015-04-07,13,https://open.spotify.com/album/712X8QUI6uWg1JxHmz0l4I,https://i.scdn.co/image/ab67616d0000b273bccd6097f2df7d61d12b1e56,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
Don't Panic: It's Longer Now!,7b3JowMC8FK0nToMlD4H1d,2013-09-30,20,https://open.spotify.com/album/7b3JowMC8FK0nToMlD4H1d,https://i.scdn.co/image/ab67616d0000b273754c9ec4b5330223baa55db1,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
Don't Panic,78ZshSpqcIXyrYBJGgiPK0,2012-10-09,12,https://open.spotify.com/album/78ZshSpqcIXyrYBJGgiPK0,https://i.scdn.co/image/ab67616d0000b273662abf7dde1332e19c2634da,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
Dirty Work,4LShkr6gPRWh5v0VUVNW0q,2011-01-01,16,https://open.spotify.com/album/4LShkr6gPRWh5v0VUVNW0q,https://i.scdn.co/image/ab67616d0000b2732eb245e5c044424a2975e7e1,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
Straight To DVD,3LFeC7apkmNsQSEnRVYUPa,2010-05-25,15,https://open.spotify.com/album/3LFeC7apkmNsQSEnRVYUPa,https://i.scdn.co/image/ab67616d0000b2731320f8593a9d196e54612364,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
Nothing Personal (Deluxe Version),7tY7NcC2gKTxXsTJM6zK5I,2009-07-07,14,https://open.spotify.com/album/7tY7NcC2gKTxXsTJM6zK5I,https://i.scdn.co/image/ab67616d0000b27324889965c2b453cbd439a7f6,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
Nothing Personal,7ufJgawTxrrgurKO1PZps6,2009-07-07,12,https://open.spotify.com/album/7ufJgawTxrrgurKO1PZps6,https://i.scdn.co/image/ab67616d0000b273cefc29967c94ccf00b6461dc,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
"So Wrong, It's Right (Deluxe Version)",1AFqm29Q9IdjXcnZVCGrDj,2008-07-29,17,https://open.spotify.com/album/1AFqm29Q9IdjXcnZVCGrDj,https://i.scdn.co/image/ab67616d0000b2739c62ae1d6785b06c58f32bba,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
Put Up or Shut Up (Deluxe Version),3xuCwUsfeMX6roY0s9SSmJ,2008-05-20,9,https://open.spotify.com/album/3xuCwUsfeMX6roY0s9SSmJ,https://i.scdn.co/image/ab67616d0000b2737c38c924cbfe71e29432b5ca,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
"So Wrong, It's Right",0H4ELcHequ3OligrjWfrZP,2007-09-25,12,https://open.spotify.com/album/0H4ELcHequ3OligrjWfrZP,https://i.scdn.co/image/ab67616d0000b273c8913cd7b91bb7f6bbbec305,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
Put Up Or Shut Up,47boQgN4dboq2f0IcvI4Bt,2006-07-25,7,https://open.spotify.com/album/47boQgN4dboq2f0IcvI4Bt,https://i.scdn.co/image/ab67616d0000b273466829e3112c361f1b00f4a0,46gyXjRIvN1NL1eCB8GBxo,All Time Low,73,https://api.spotify.com/v1/artists/46gyXjRIvN1NL1eCB8GBxo
Motel Du Cap,5IbeeWff9kyS6ZU67NdyQD,2025-08-08,13,https://open.spotify.com/album/5IbeeWff9kyS6ZU67NdyQD,https://i.scdn.co/image/ab67616d0000b2736f4aae6d4dfc4464aba74892,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,69,https://api.spotify.com/v1/artists/5aYyPjAsLj7UzANzdupwnS
Generation Rx,5dxsCNgVuVqhXkGxciDEZg,2018-09-14,9,https://open.spotify.com/album/5dxsCNgVuVqhXkGxciDEZg,https://i.scdn.co/image/ab67616d0000b273224f49827892b9da211975d0,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,69,https://api.spotify.com/v1/artists/5aYyPjAsLj7UzANzdupwnS
Youth Authority,6DK6tossGjuMb7XRwlZlfq,2016-07-15,12,https://open.spotify.com/album/6DK6tossGjuMb7XRwlZlfq,https://i.scdn.co/image/ab67616d0000b27370f575a75490d5413f4a5ec4,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,69,https://api.spotify.com/v1/artists/5aYyPjAsLj7UzANzdupwnS
Cardiology,08utRHYjRSDcceEsjFRFX0,2010-01-01,15,https://open.spotify.com/album/08utRHYjRSDcceEsjFRFX0,https://i.scdn.co/image/ab67616d0000b273f9d4628217570732a4e97672,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,69,https://api.spotify.com/v1/artists/5aYyPjAsLj7UzANzdupwnS
Greatest Remixes,3yPPuXqgPX4CSwIi1rFwip,2008-11-21,20,https://open.spotify.com/album/3yPPuXqgPX4CSwIi1rFwip,https://i.scdn.co/image/ab67616d0000b27330ee29ef2d8ecf1898e4d0d7,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,69,https://api.spotify.com/v1/artists/5aYyPjAsLj7UzANzdupwnS
Good Morning Revival,542tacdtTzqDY7BsZ9k11p,2008-05-20,14,https://open.spotify.com/album/542tacdtTzqDY7BsZ9k11p,https://i.scdn.co/image/ab67616d0000b273548e9a43cd1a43e6e0083463,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,69,https://api.spotify.com/v1/artists/5aYyPjAsLj7UzANzdupwnS
"The Chronicles of Life and Death (""DEATH"" Version)",3ALL9vgPZvVOAY9hbjcFqr,2004-10-05,15,https://open.spotify.com/album/3ALL9vgPZvVOAY9hbjcFqr,https://i.scdn.co/image/ab67616d0000b27309b0be2103470b68ad9187c4,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,69,https://api.spotify.com/v1/artists/5aYyPjAsLj7UzANzdupwnS
"The Chronicles of Life and Death (""LIFE"" version)",6Qbaq8mJBFOV30nBMmqLxc,2004-09-28,16,https://open.spotify.com/album/6Qbaq8mJBFOV30nBMmqLxc,https://i.scdn.co/image/ab67616d0000b273eb55a25a040490f224d414c9,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,69,https://api.spotify.com/v1/artists/5aYyPjAsLj7UzANzdupwnS
The Young and The Hopeless,5CTygC3aONv7l0klY4k3hc,2002-10-04,14,https://open.spotify.com/album/5CTygC3aONv7l0klY4k3hc,https://i.scdn.co/image/ab67616d0000b27339bdded45c21f2ecae363a8f,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,69,https://api.spotify.com/v1/artists/5aYyPjAsLj7UzANzdupwnS
Good Charlotte,0KfIGgasOmBV70OgVTRLHs,2001-01-14,14,https://open.spotify.com/album/0KfIGgasOmBV70OgVTRLHs,https://i.scdn.co/image/ab67616d0000b273d6d00d67b73e53c333ca552e,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,69,https://api.spotify.com/v1/artists/5aYyPjAsLj7UzANzdupwnS
Surviving: Phoenix Sessions,0o5EAbdlKE6AJxfJrObfCU,2021-11-24,10,https://open.spotify.com/album/0o5EAbdlKE6AJxfJrObfCU,https://i.scdn.co/image/ab67616d0000b273f2082491d3f3f06c948fded0,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,70,https://api.spotify.com/v1/artists/3Ayl7mCk0nScecqOzvNp6s
Clarity: Phoenix Sessions,6mnGRO87UFiKOoHL3BezZ7,2021-11-17,13,https://open.spotify.com/album/6mnGRO87UFiKOoHL3BezZ7,https://i.scdn.co/image/ab67616d0000b27302c8ab9ebc704b548633bc17,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,70,https://api.spotify.com/v1/artists/3Ayl7mCk0nScecqOzvNp6s
Futures: Phoenix Sessions,41W2Ns2xlYdvXG0aeVi3ig,2021-11-10,11,https://open.spotify.com/album/41W2Ns2xlYdvXG0aeVi3ig,https://i.scdn.co/image/ab67616d0000b273d999edfde99d688ba1221f4e,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,70,https://api.spotify.com/v1/artists/3Ayl7mCk0nScecqOzvNp6s
Surviving,5UqA5MH9Cpy2zz7OCwzK46,2019-10-18,10,https://open.spotify.com/album/5UqA5MH9Cpy2zz7OCwzK46,https://i.scdn.co/image/ab67616d0000b2732b5dee55e092867d6ff348bd,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,70,https://api.spotify.com/v1/artists/3Ayl7mCk0nScecqOzvNp6s
Integrity Blues,03hVtUfmQW3fhMbYoliIod,2016-10-21,11,https://open.spotify.com/album/03hVtUfmQW3fhMbYoliIod,https://i.scdn.co/image/ab67616d0000b27361cd0a32631e2e0a92a15784,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,70,https://api.spotify.com/v1/artists/3Ayl7mCk0nScecqOzvNp6s
Damage,3cTKLglWH2XfDfbwqXvaGo,2013-06-07,10,https://open.spotify.com/album/3cTKLglWH2XfDfbwqXvaGo,https://i.scdn.co/image/ab67616d0000b27385ea20bc81817ecce82eec69,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,70,https://api.spotify.com/v1/artists/3Ayl7mCk0nScecqOzvNp6s
Invented (Deluxe Edition),1TxRb6Hl940xyXG4eL8Tlo,2010-01-01,18,https://open.spotify.com/album/1TxRb6Hl940xyXG4eL8Tlo,https://i.scdn.co/image/ab67616d0000b2730ce7eaa5f4f4a90657ed59d5,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,70,https://api.spotify.com/v1/artists/3Ayl7mCk0nScecqOzvNp6s
Chase This Light (Expanded Edition),6mybQ4FrVjGiokykJJbcoA,2007-10-16,15,https://open.spotify.com/album/6mybQ4FrVjGiokykJJbcoA,https://i.scdn.co/image/ab67616d0000b2732bb3fcf613bca64e2831f18b,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,70,https://api.spotify.com/v1/artists/3Ayl7mCk0nScecqOzvNp6s
Chase This Light,4Xu33ctS2pLQX9FicNS5IY,2007-01-01,13,https://open.spotify.com/album/4Xu33ctS2pLQX9FicNS5IY,https://i.scdn.co/image/ab67616d0000b2735ef9ed02ab556930e5f4392d,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,70,https://api.spotify.com/v1/artists/3Ayl7mCk0nScecqOzvNp6s
Futures,3KalFXe8UTKefFnPIrFt8Y,2004-01-01,13,https://open.spotify.com/album/3KalFXe8UTKefFnPIrFt8Y,https://i.scdn.co/image/ab67616d0000b273e95e6faa250c6997d653fe2f,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,70,https://api.spotify.com/v1/artists/3Ayl7mCk0nScecqOzvNp6s
Futures (Deluxe Edition),58EcHXCjDzwqHiXDo9523u,2004,29,https://open.spotify.com/album/58EcHXCjDzwqHiXDo9523u,https://i.scdn.co/image/ab67616d0000b273f7d76f56dcec489d92bcfffc,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,70,https://api.spotify.com/v1/artists/3Ayl7mCk0nScecqOzvNp6s
